Clave Ejercicio Academico	Clave Materia	Nombre Materia Largo	Nombre Campus	Crn	TipodeUdF
202311	TE2002B	Diseño con lógica programable	Campus Estado de México	24871	Bloque
202311	TE2002B	Diseño con lógica programable	Campus Guadalajara	1609	Bloque
202311	TE2002B	Diseño con lógica programable	Campus Monterrey	31674	Bloque
202311	TE2002B	Diseño con lógica programable	Campus Monterrey	41933	Bloque
202311	TE2002B	Diseño con lógica programable	Campus Puebla	15748	Bloque
202311	TE2002B	Diseño con lógica programable	Campus Querétaro	18336	Bloque
202311	TE2005B	Aplicación de la teoría electromagnética	Campus Ciudad de México	32701	Bloque
202311	TE2005B	Aplicación de la teoría electromagnética	Campus Monterrey	41765	Bloque
202311	TE2010B	Desarrollo de sistemas de procesamiento digital de señales	Campus Ciudad de México	22665	Bloque
202311	TE2010B	Desarrollo de sistemas de procesamiento digital de señales	Campus Monterrey	31679	Bloque
202311	TE2044	Fundamentación electrónica	Campus Ciudad de México	32706	Materia
202311	TE2044	Fundamentación electrónica	Campus Estado de México	24873	Materia
202311	TE2044	Fundamentación electrónica	Campus Guadalajara	16587	Materia
202311	TE2044	Fundamentación electrónica	Campus Monterrey	31694	Materia
202311	TE2044	Fundamentación electrónica	Campus Monterrey	31695	Materia
202311	TE2044	Fundamentación electrónica	Campus Puebla	41430	Materia
202311	TE2044	Fundamentación electrónica	Campus Querétaro	18298	Materia
202311	TE2047	Análisis de circuitos eléctricos de corriente alterna	Campus Ciudad de México	32708	Materia
202311	TE2047	Análisis de circuitos eléctricos de corriente alterna	Campus Monterrey	31696	Materia
202311	TE3001B	Fundamentación de robótica	Campus Ciudad de México	39926	Bloque
202311	TE3001B	Fundamentación de robótica	Campus Estado de México	24875	Bloque
202311	TE3001B	Fundamentación de robótica	Campus Guadalajara	1611	Bloque
202311	TE3001B	Fundamentación de robótica	Campus Monterrey	31698	Bloque
202311	TE3001B	Fundamentación de robótica	Campus Monterrey	31699	Bloque
202311	TE3001B	Fundamentación de robótica	Campus Puebla	38765	Bloque
202311	TE3001B	Fundamentación de robótica	Campus Querétaro	18303	Bloque
202311	TE3001B	Fundamentación de robótica	Campus Santa Fe	33932	Bloque
202311	TI1015	Análisis de requerimientos de software	Campus Monterrey	31712	Materia
202311	TI2002B	Evaluación de arquitecturas empresariales	Campus Estado de México	24878	Bloque
202311	TI2002B	Evaluación de arquitecturas empresariales	Campus Guadalajara	4932	Bloque
202311	TI2002B	Evaluación de arquitecturas empresariales	Campus Monterrey	39815	Bloque
202311	TI2002B	Evaluación de arquitecturas empresariales	Campus Monterrey	39816	Bloque
202311	TI2002B	Evaluación de arquitecturas empresariales	Campus Santa Fe	33816	Bloque
202311	TI2016	Estructuras de información	Campus Guadalajara	16588	Materia
202311	TI2016	Estructuras de información	Campus Guadalajara	16589	Materia
202311	TI2016	Estructuras de información	Campus Monterrey	31731	Materia
202311	TI2016	Estructuras de información	Campus Monterrey	31732	Materia
202311	TI3001B	Administración estratégica y gobierno de tecnologías de información	Campus Estado de México	24886	Bloque
202311	TI3001B	Administración estratégica y gobierno de tecnologías de información	Campus Guadalajara	2307	Bloque
202311	TI3001B	Administración estratégica y gobierno de tecnologías de información	Campus Monterrey	31742	Bloque
202311	TI3001B	Administración estratégica y gobierno de tecnologías de información	Campus Monterrey	40940	Bloque
202311	TI3001B	Administración estratégica y gobierno de tecnologías de información	Campus Santa Fe	33928	Bloque
202311	TI3001C	Analítica de datos y herramientas de inteligencia artificial I	Campus Estado de México	41323	Concentración
202311	TI3001C	Analítica de datos y herramientas de inteligencia artificial I	Campus Monterrey	31744	Concentración
202311	TI3001C	Analítica de datos y herramientas de inteligencia artificial I	Campus Monterrey	31745	Concentración
202311	TI3001C	Analítica de datos y herramientas de inteligencia artificial I	Campus Puebla	39169	Concentración
202311	TI3001C	Analítica de datos y herramientas de inteligencia artificial I	Campus Querétaro	18299	Concentración
202311	TI3001C	Analítica de datos y herramientas de inteligencia artificial I	Campus Santa Fe	39016	Concentración
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Ciudad de México	19249	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Ciudad de México	19250	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Estado de México	23856	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Guadalajara	3994	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Guadalajara	3995	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Guadalajara	21693	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Monterrey	31755	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Monterrey	31756	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Monterrey	31757	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Monterrey	31758	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Monterrey	31759	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Monterrey	31760	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Puebla	38767	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Querétaro	18334	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Querétaro	18335	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Santa Fe	38882	Bloque
202311	TI3005B	Trasformación digital de organizaciones de la sociedad civil	Campus Toluca	25335	Bloque
