Clave Ejercicio Academico	Clave Materia	Nombre Materia Largo	Nombre Campus	Crn	TipodeUdF
202311	AG2001B	Análisis de biosistemas productivos	Campus Querétaro	17928	Bloque
202311	AG2029	Fundamentación de biosistemas productivos	Campus Querétaro	17938	Materia
202311	BI2001B	Diseño de sistemas de bioinstrumentación analógica	Campus Ciudad de México	24413	Bloque
202311	BI2001B	Diseño de sistemas de bioinstrumentación analógica	Campus Ciudad de México	24414	Bloque
202311	BI2001B	Diseño de sistemas de bioinstrumentación analógica	Campus Guadalajara	15072	Bloque
202311	BI2001B	Diseño de sistemas de bioinstrumentación analógica	Campus Guadalajara	15073	Bloque
202311	BI2001B	Diseño de sistemas de bioinstrumentación analógica	Campus Monterrey	28180	Bloque
202311	BI2002B	Diseño de sistemas de bioinstrumentación digital	Campus Monterrey	28185	Bloque
202311	BI2002B	Diseño de sistemas de bioinstrumentación digital	Campus Monterrey	40477	Bloque
202311	BI2003B	Análisis químico, biológico y molecular	Campus Monterrey	40670	Bloque
202311	BI2007B	Análisis de sistemas de imagenología	Campus Ciudad de México	24425	Bloque
202311	BI2007B	Análisis de sistemas de imagenología	Campus Guadalajara	40968	Bloque
202311	BI2007B	Análisis de sistemas de imagenología	Campus Guadalajara	41144	Bloque
202311	BI2007B	Análisis de sistemas de imagenología	Campus Monterrey	37145	Bloque
202311	BI2007B	Análisis de sistemas de imagenología	Campus Monterrey	40840	Bloque
202311	BI2008B	Aplicación de la Ingeniería tisular y bioimpresión	Campus Ciudad de México	24428	Bloque
202311	BI2008B	Aplicación de la Ingeniería tisular y bioimpresión	Campus Monterrey	28198	Bloque
202311	BI2009B	Procesamiento de imágenes médicas para el diagnóstico	Campus Monterrey	28203	Bloque
202311	BI2010B	Diseño y desarrollo en neuroingeniería	Campus Guadalajara	40969	Bloque
202311	BI2010B	Diseño y desarrollo en neuroingeniería	Campus Monterrey	40559	Bloque
202311	BI2010B	Diseño y desarrollo en neuroingeniería	Campus Monterrey	40630	Bloque
202311	BI2011	Aplicación de tecnologías de la información en salud	Campus Monterrey	28219	Materia
202311	BI2011	Aplicación de tecnologías de la información en salud	Campus Monterrey	42379	Materia
202311	BI2011B	Implementación de ingeniería clínica	Campus Monterrey	28222	Bloque
202311	BI2011B	Implementación de ingeniería clínica	Campus Monterrey	37147	Bloque
202311	BI2012	Caracterización de biomateriales	Campus Monterrey	42248	Materia
202311	BI2012B	Análisis de la mecánica de biofluidos	Campus Guadalajara	41151	Bloque
202311	BI2012B	Análisis de la mecánica de biofluidos	Campus Monterrey	28223	Bloque
202311	BT1013	Análisis de biología computacional	Campus Santa Fe	489	Materia
202311	BT1014	Fundamentación de la biología molecular	Campus Estado de México	24055	Materia
202311	BT1014	Fundamentación de la biología molecular	Campus Nacional	19696	Materia
202311	BT1014	Fundamentación de la biología molecular	Campus Nacional	19699	Materia
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Ciudad de México	34636	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Ciudad de México	34637	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Estado de México	24056	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Estado de México	24057	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Guadalajara	13768	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Guadalajara	13769	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Guadalajara	13770	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Monterrey	28257	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Monterrey	33679	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Monterrey	33680	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Monterrey	40709	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Puebla	16674	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Puebla	16676	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Querétaro	17957	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Querétaro	17958	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Querétaro	17959	Bloque
202311	BT2002B	Elaboración de productos biotecnológicos	Campus Toluca	13089	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Ciudad de México	34643	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Ciudad de México	34645	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Estado de México	24062	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Estado de México	24063	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Estado de México	24064	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Guadalajara	13774	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Guadalajara	13775	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Guadalajara	42873	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Monterrey	28269	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Monterrey	28270	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Monterrey	28271	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Monterrey	28272	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Monterrey	34371	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Monterrey	43109	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Puebla	16680	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Puebla	16681	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Querétaro	17964	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Querétaro	17965	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Querétaro	17966	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Querétaro	17967	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Toluca	22488	Bloque
202311	BT2006B	Diseño de biorreactores	Campus Toluca	23128	Bloque
202311	BT2019	Análisis y estudio de biosistemas	Campus Ciudad de México	34652	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Ciudad de México	34653	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Ciudad de México	34654	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Estado de México	24072	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Estado de México	24073	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Guadalajara	1291	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Guadalajara	1292	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Guadalajara	1293	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Monterrey	28278	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Monterrey	36523	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Monterrey	36524	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Monterrey	40453	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Monterrey	40459	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Puebla	16686	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Puebla	16687	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Querétaro	17979	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Querétaro	17980	Materia
202311	BT2019	Análisis y estudio de biosistemas	Campus Toluca	13672	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Ciudad de México	15430	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Ciudad de México	15431	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Estado de México	24138	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Estado de México	24139	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Guadalajara	1318	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Guadalajara	1319	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Guadalajara	1320	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Monterrey	28543	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Monterrey	28544	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Monterrey	28545	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Monterrey	28546	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Monterrey	28547	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Monterrey	39715	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Monterrey	40671	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Puebla	17558	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Querétaro	16774	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Querétaro	16775	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Querétaro	16776	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Santa Fe	1764	Materia
202311	CV1010	Fundamentos de geología aplicada al ambiente construido	Campus Santa Fe	1765	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Ciudad de México	15432	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Ciudad de México	15433	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Estado de México	24140	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Estado de México	24141	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Guadalajara	1321	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Guadalajara	1322	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Guadalajara	1323	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28549	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28550	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28551	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28552	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28553	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28554	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28555	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	28556	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Monterrey	36261	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Puebla	17524	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Querétaro	16777	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Querétaro	16778	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Querétaro	16779	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Santa Fe	1766	Materia
202311	CV1011	Evaluación del impacto ambiental de proyectos territoriales	Campus Santa Fe	1767	Materia
202311	CV2001B	Análisis de la interacción del ambiente construido y el entorno	Campus Estado de México	24144	Bloque
202311	CV2001B	Análisis de la interacción del ambiente construido y el entorno	Campus Guadalajara	1328	Bloque
202311	CV2001B	Análisis de la interacción del ambiente construido y el entorno	Campus Puebla	17526	Bloque
202311	CV2001B	Análisis de la interacción del ambiente construido y el entorno	Campus Querétaro	36312	Bloque
202311	CV2001B	Análisis de la interacción del ambiente construido y el entorno	Campus Santa Fe	1770	Bloque
202311	CV2002B	Evaluación del comportamiento de materiales en estructuras	Campus Guadalajara	1329	Bloque
202311	CV2007B	Modelación de técnicas de saneamiento del agua	Campus Estado de México	24148	Bloque
202311	CV2007B	Modelación de técnicas de saneamiento del agua	Campus Querétaro	16787	Bloque
202311	CV2007B	Modelación de técnicas de saneamiento del agua	Campus Santa Fe	1879	Bloque
202311	CV2008B	Diseño de movilidad eficiente de personas y mercancías	Campus Guadalajara	10201	Bloque
202311	CV2009B	Diseño estructural con concreto reforzado y acero	Campus Puebla	36001	Bloque
202311	CV2035	Modelación de la información en la construcción	Campus Estado de México	24151	Materia
202311	CV2035	Modelación de la información en la construcción	Campus Guadalajara	1339	Materia
202311	CV2035	Modelación de la información en la construcción	Campus Guadalajara	1340	Materia
202311	CV2035	Modelación de la información en la construcción	Campus Monterrey	28597	Materia
202311	CV2035	Modelación de la información en la construcción	Campus Monterrey	36262	Materia
202311	CV2035	Modelación de la información en la construcción	Campus Puebla	17554	Materia
202311	CV2035	Modelación de la información en la construcción	Campus Querétaro	16791	Materia
202311	CV2035	Modelación de la información en la construcción	Campus Santa Fe	1781	Materia
202311	CV2036	Gestión de costos	Campus Monterrey	28599	Materia
202311	CV2037	Planeación y control de obra	Campus Monterrey	28603	Materia
202311	DS2002B	Implementación de programas de manejo de recursos	Campus Ciudad de México	15440	Bloque
202311	DS2002B	Implementación de programas de manejo de recursos	Campus Querétaro	18008	Bloque
202311	DS2002B	Implementación de programas de manejo de recursos	Campus Santa Fe	1887	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Ciudad de México	15595	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Ciudad de México	15596	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Ciudad de México	41865	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Estado de México	23730	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Estado de México	23732	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Hidalgo	38990	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	37320	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	37321	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	37322	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	37325	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	39837	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	39838	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	39839	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	39882	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	39883	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Monterrey	41875	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Querétaro	18013	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Querétaro	18014	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Querétaro	18015	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Santa Fe	2035	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Santa Fe	2036	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Santa Fe	2037	Bloque
202311	DS3002B	Economía circular, materiales y procesos sustentables	Campus Toluca	22513	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Ciudad de México	14056	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Estado de México	24303	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Monterrey	29227	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Monterrey	29228	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Monterrey	40830	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Nacional	20006	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Nacional	20007	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Nacional	20010	Bloque
202311	F1001B	Modelación de la ingeniería y ciencias	Campus Santa Fe	493	Bloque
202311	F1008	Experimentación física y pensamiento estadístico	Campus Aguascalientes	15287	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Aguascalientes	15288	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Aguascalientes	15289	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Chiapas	33347	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	19028	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	19029	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	19034	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	19035	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	19036	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	20417	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	20418	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	20419	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad de México	41321	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Ciudad Juárez	40605	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Cuernavaca	15011	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Cuernavaca	15012	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Cuernavaca	15013	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24327	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24329	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24331	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24346	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24347	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24348	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24349	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24350	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Estado de México	24351	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2174	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2175	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2177	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2178	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2179	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2180	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2181	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2183	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2184	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2185	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2186	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2187	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2188	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2189	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2190	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2191	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Guadalajara	2192	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Hidalgo	4341	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Hidalgo	4342	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Hidalgo	4343	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus León	19046	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus León	19047	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus León	19048	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29244	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29245	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29246	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29247	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29248	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29249	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29250	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29251	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29252	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29253	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29254	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29256	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29257	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29258	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29259	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29260	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29261	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29262	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29263	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29266	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Monterrey	29267	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Morelia	35078	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Morelia	35079	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Nacional	20024	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Nacional	20025	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Nacional	20078	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18548	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18549	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18550	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18551	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18552	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18553	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18554	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18555	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18556	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Puebla	18558	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18017	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18018	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18019	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18020	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18021	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18022	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18023	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18024	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18025	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18026	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18027	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18028	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Querétaro	18029	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Saltillo	23583	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Saltillo	23584	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Saltillo	23585	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus San Luis Potosí	22177	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus San Luis Potosí	22178	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus San Luis Potosí	22179	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Santa Fe	500	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Santa Fe	501	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Santa Fe	502	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Santa Fe	505	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Santa Fe	507	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Santa Fe	510	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Sinaloa	23204	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Sinaloa	23205	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Sinaloa	23206	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Tampico	19079	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Tampico	19080	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Tampico	19081	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12192	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12193	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12194	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12196	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12197	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12199	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12200	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Toluca	12202	Materia
202311	F1008	Experimentación física y pensamiento estadístico	Campus Zacatecas	23045	Materia
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Ciudad de México	20420	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Ciudad de México	20421	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Ciudad de México	20422	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Ciudad de México	20423	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Estado de México	24361	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Estado de México	24362	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Estado de México	24363	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Estado de México	24364	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Guadalajara	1365	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Guadalajara	1366	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Guadalajara	1367	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29291	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29292	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29293	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29294	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29295	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29296	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29297	Bloque
202311	F1010B	Aplicación de la termodinámica en ingeniería de procesos	Campus Monterrey	29298	Bloque
